Date,Observed_AAPL,Train_Prediction_AAPL,Test_Prediction_AAPL,Observed_TSLA,Train_Prediction_TSLA,Test_Prediction_TSLA,Observed_MSFT,Train_Prediction_MSFT,Test_Prediction_MSFT,Observed_NVDA,Train_Prediction_NVDA,Test_Prediction_NVDA,Observed_GOOGL,Train_Prediction_GOOGL,Test_Prediction_GOOGL,Observed_AMZN,Train_Prediction_AMZN,Test_Prediction_AMZN,Observed_META,Train_Prediction_META,Test_Prediction_META
2017-05-09,38.497501373291016,36.56878662109375,,21.417333602905273,20.230510711669922,,69.04000091552734,66.82504272460938,,25.735000610351562,26.408742904663086,,47.83549880981445,45.497169494628906,,47.64099884033203,46.32944869995117,,150.47999572753906,147.88150024414062,
2017-05-10,38.314998626708984,35.726898193359375,,21.681333541870117,21.983320236206055,,69.30999755859375,66.22206115722656,,30.322500228881836,26.397512435913086,,47.742000579833984,43.927330017089844,,47.4474983215332,46.38570785522461,,150.2899932861328,150.4768829345703,
2017-05-11,38.48749923706055,36.400447845458984,,21.540000915527344,21.008413314819336,,68.45999908447266,65.95279693603516,,31.625,24.844772338867188,,47.794498443603516,44.79341506958008,,47.38100051879883,47.216346740722656,,150.0399932861328,153.0562744140625,
2017-05-12,39.025001525878906,35.73825454711914,,21.65399932861328,21.462526321411133,,68.37999725341797,69.02716827392578,,31.97249984741211,26.762577056884766,,47.75699996948242,45.86792755126953,,48.067501068115234,45.36394500732422,,150.3300018310547,150.91481018066406,
2017-05-15,38.92499923706055,36.983978271484375,,21.058666229248047,18.500680923461914,,68.43000030517578,67.0657958984375,,33.57749938964844,26.613954544067383,,47.96099853515625,42.852195739746094,,47.89849853515625,46.1671028137207,,150.19000244140625,150.11886596679688,
2017-05-16,38.86750030517578,36.81841278076172,,21.134000778198242,20.238574981689453,,69.41000366210938,67.15753173828125,,34.20249938964844,26.65386962890625,,48.230499267578125,46.209712982177734,,48.30350112915039,45.240013122558594,,149.77999877929688,145.8929443359375,
2017-05-17,37.5625,36.641845703125,,20.407333374023438,20.201454162597656,,67.4800033569336,66.81631469726562,,31.93000030517578,25.59330940246582,,47.10850143432617,46.044498443603516,,47.237998962402344,46.90397644042969,,144.85000610351562,148.92196655273438,
2017-05-18,38.1349983215332,37.053707122802734,,20.87066650390625,20.07758903503418,,67.70999908447266,68.41551971435547,,33.26750183105469,27.32798957824707,,47.525001525878906,44.69313049316406,,47.92449951171875,45.8903923034668,,147.66000366210938,153.32162475585938,
2017-05-19,38.26499938964844,36.243099212646484,,20.722000122070312,20.722400665283203,,67.69000244140625,67.75659942626953,,34.0,25.851228713989258,,47.73249816894531,46.14006042480469,,47.992000579833984,46.307369232177734,,148.05999755859375,147.56842041015625,
2017-05-22,38.497501373291016,38.591182708740234,,20.690000534057617,20.486478805541992,,68.44999694824219,66.8451156616211,,34.724998474121094,28.05241584777832,,48.20349884033203,49.82804489135742,,48.53350067138672,49.29080581665039,,148.24000549316406,149.67367553710938,
2017-05-23,38.45000076293945,38.99433898925781,,20.257333755493164,20.717235565185547,,68.68000030517578,67.52400207519531,,34.25749969482422,33.16886901855469,,48.52750015258789,44.154212951660156,,48.57699966430664,46.332889556884766,,148.07000732421875,153.4379119873047,
2017-05-24,38.334999084472656,38.88290023803711,,20.681333541870117,20.750865936279297,,68.7699966430664,68.43618774414062,,34.64250183105469,34.09516906738281,,48.88050079345703,48.869083404541016,,49.01750183105469,47.16754150390625,,150.0399932861328,152.06826782226562,
2017-05-25,38.467498779296875,37.66059112548828,,21.121999740600586,21.447790145874023,,69.62000274658203,65.17608642578125,,34.564998626708984,30.29170799255371,,49.59299850463867,46.96567916870117,,49.66899871826172,48.742958068847656,,151.9600067138672,152.6560821533203,
2017-05-26,38.40250015258789,39.506935119628906,,21.676000595092773,20.810544967651367,,69.95999908447266,68.7813720703125,,35.459999084472656,28.387004852294922,,49.66350173950195,44.95003890991211,,49.78900146484375,48.08642578125,,152.1300048828125,155.1647491455078,
2017-05-30,38.41749954223633,37.85421371459961,,22.34000015258789,20.47821044921875,,70.41000366210938,67.44915008544922,,36.217498779296875,30.377342224121094,,49.80849838256836,48.68943786621094,,49.834999084472656,47.12687301635742,,152.3800048828125,152.35581970214844,
2017-05-31,38.189998626708984,37.383792877197266,,22.733999252319336,22.238853454589844,,69.83999633789062,69.24471282958984,,36.087501525878906,27.107818603515625,,49.35449981689453,46.06219482421875,,49.73099899291992,48.74232482910156,,151.4600067138672,151.31968688964844,
2017-06-01,38.29499816894531,36.9382438659668,,22.691333770751953,19.83660316467285,,70.0999984741211,69.27963256835938,,36.09000015258789,29.92993927001953,,49.41450119018555,45.09737014770508,,49.79750061035156,47.877498626708984,,151.52999877929688,153.6378173828125,
2017-06-02,38.86249923706055,38.25922775268555,,22.656667709350586,21.533212661743164,,71.76000213623047,66.09201049804688,,35.90999984741211,31.328577041625977,,49.805999755859375,46.245487213134766,,50.33649826049805,48.46220016479492,,153.61000061035156,154.06600952148438,
2017-06-05,38.48249816894531,38.90632247924805,,23.154666900634766,21.677810668945312,,72.27999877929688,68.28601837158203,,37.002498626708984,26.869400024414062,,50.194000244140625,47.574363708496094,,50.56700134277344,47.723793029785156,,153.6300048828125,152.70448303222656,
2017-06-06,38.61249923706055,35.17989730834961,,23.523332595825195,21.4293212890625,,72.5199966430664,70.98260498046875,,36.834999084472656,25.508216857910156,,49.83399963378906,48.31330871582031,,50.150001525878906,48.02836227416992,,152.80999755859375,151.46571350097656,
2017-06-07,38.842498779296875,39.408714294433594,,23.976667404174805,21.964576721191406,,72.38999938964844,67.71339416503906,,37.279998779296875,27.105365753173828,,50.07500076293945,46.25418472290039,,50.503501892089844,46.895904541015625,,153.1199951171875,152.65338134765625,
2017-06-08,38.747501373291016,37.72163009643555,,24.666667938232422,19.861042022705078,,71.94999694824219,69.45985412597656,,39.98500061035156,35.33595275878906,,50.2140007019043,49.32246017456055,,50.51350021362305,51.73912048339844,,154.7100067138672,153.5228729248047,
2017-06-09,37.244998931884766,38.192405700683594,,23.821332931518555,21.64080047607422,,70.31999969482422,68.45832061767578,,37.400001525878906,39.73600387573242,,48.50600051879883,48.54326248168945,,48.91550064086914,48.474056243896484,,149.60000610351562,153.26513671875,
2017-06-12,36.35499954223633,37.738525390625,,23.93400001525879,22.67833709716797,,69.77999877929688,70.37191009521484,,37.49250030517578,42.331947326660156,,48.09049987792969,49.33438491821289,,48.24549865722656,49.031227111816406,,148.44000244140625,157.7498321533203,
2017-06-13,36.647499084472656,39.16876220703125,,25.06333351135254,22.02194595336914,,70.6500015258789,70.39034271240234,,37.849998474121094,38.16333770751953,,48.525001525878906,48.74546813964844,,49.03950119018555,51.27762222290039,,150.67999267578125,149.56129455566406,
2017-06-14,36.290000915527344,38.85716247558594,,25.37733268737793,22.43990707397461,,70.2699966430664,68.21842193603516,,37.93000030517578,32.21273422241211,,48.39649963378906,46.24147415161133,,48.82350158691406,50.61717987060547,,150.25,153.96261596679688,
2017-06-15,36.0724983215332,40.49861526489258,,25.022666931152344,23.438129425048828,,69.9000015258789,71.89213562011719,,38.092498779296875,40.896339416503906,,48.00899887084961,51.0723762512207,,48.208499908447266,49.39569854736328,,149.8000030517578,157.9370880126953,
2017-06-16,35.567501068115234,38.95057678222656,,24.760000228881836,23.429489135742188,,70.0,71.28714752197266,,37.904998779296875,31.95882225036621,,47.930999755859375,48.563385009765625,,49.385501861572266,50.399471282958984,,150.63999938964844,154.87171936035156,
2017-06-19,36.584999084472656,39.62104415893555,,24.65333366394043,21.88938331604004,,70.87000274658203,69.17811584472656,,39.33000183105469,33.97952651977539,,48.76100158691406,47.31422424316406,,49.75849914550781,50.2714729309082,,152.8699951171875,159.35202026367188,
2017-06-20,36.252498626708984,38.88758087158203,,24.81599998474121,23.173830032348633,,69.91000366210938,69.1023941040039,,39.272499084472656,39.32038879394531,,48.449501037597656,50.66001510620117,,49.62950134277344,51.79559326171875,,152.25,151.7399139404297,
2017-06-21,36.467498779296875,38.61050796508789,,25.093332290649414,23.1337947845459,,70.2699966430664,69.61603546142578,,39.86750030517578,34.197242736816406,,48.929500579833984,50.67559051513672,,50.11149978637695,50.10572052001953,,153.91000366210938,155.1897735595703,
2017-06-22,36.407501220703125,39.61720657348633,,25.507333755493164,23.174467086791992,,70.26000213623047,72.50715637207031,,39.592498779296875,37.54866409301758,,48.83100128173828,48.480533599853516,,50.064998626708984,50.699283599853516,,153.39999389648438,155.05943298339844,
2017-06-23,36.56999969482422,39.24429702758789,,25.56333351135254,23.808841705322266,,71.20999908447266,68.80699920654297,,38.45750045776367,36.93229293823242,,49.304500579833984,46.667110443115234,,50.1870002746582,49.191986083984375,,155.07000732421875,155.33551025390625,
2017-06-26,36.45500183105469,37.06723403930664,,25.166000366210938,23.751636505126953,,70.52999877929688,69.40067291259766,,38.037498474121094,39.374488830566406,,48.60449981689453,49.252323150634766,,49.69900131225586,50.419097900390625,,153.58999633789062,151.23976135253906,
2017-06-27,35.932498931884766,36.90036392211914,,24.158000946044922,23.602813720703125,,69.20999908447266,70.04303741455078,,36.64500045776367,37.50163650512695,,47.40449905395508,51.006195068359375,,48.8390007019043,48.4254035949707,,150.5800018310547,155.7353057861328,
2017-06-28,36.45750045776367,34.84737014770508,,24.749332427978516,25.146045684814453,,69.80000305175781,74.35244750976562,,37.9375,43.06932067871094,,48.050498962402344,47.322853088378906,,49.51649856567383,49.480751037597656,,153.24000549316406,153.4781494140625,
2017-06-29,35.91999816894531,37.99872589111328,,24.049999237060547,25.661531448364258,,68.48999786376953,71.52088165283203,,36.66999816894531,39.65367889404297,,46.89099884033203,50.08782958984375,,48.79650115966797,52.161415100097656,,151.0399932861328,155.82484436035156,
2017-06-30,36.005001068115234,36.42616271972656,,24.107332229614258,24.329866409301758,,68.93000030517578,70.3955078125,,36.13999938964844,36.160926818847656,,46.48400115966797,45.56340408325195,,48.400001525878906,50.82898712158203,,150.97999572753906,155.29232788085938,
2017-07-03,35.875,36.92387771606445,,23.507999420166016,23.898996353149414,,68.16999816894531,67.39885711669922,,34.83250045776367,40.43049621582031,,45.972999572753906,53.567256927490234,,47.68299865722656,51.903289794921875,,148.42999267578125,151.11129760742188,
2017-07-05,36.022499084472656,36.527076721191406,,21.805999755859375,25.91861343383789,,69.08000183105469,71.3087387084961,,35.76250076293945,40.59719467163086,,46.612998962402344,49.89863967895508,,48.56999969482422,49.858367919921875,,150.33999633789062,152.7433624267578,
2017-07-06,35.682498931884766,36.68445587158203,,20.588666915893555,23.49945640563965,,68.56999969482422,72.28243255615234,,35.869998931884766,40.39407730102539,,46.384498596191406,50.424503326416016,,48.25699996948242,50.92271423339844,,148.82000732421875,153.98028564453125,
2017-07-07,36.04499816894531,37.470069885253906,,20.881332397460938,23.591968536376953,,69.45999908447266,68.36968994140625,,36.689998626708984,45.146827697753906,,47.04050064086914,49.9968376159668,,48.9379997253418,51.32130432128906,,151.44000244140625,158.14117431640625,
2017-07-10,36.26499938964844,37.54529571533203,,21.06999969482422,23.63152313232422,,69.9800033569336,71.27690887451172,,38.42499923706055,39.6274299621582,,47.54999923706055,49.6960334777832,,49.82350158691406,51.207149505615234,,153.5,154.67628479003906,
2017-07-11,36.38249969482422,38.05315017700195,,21.814666748046875,25.400209426879883,,69.98999786376953,72.8279800415039,,38.970001220703125,41.25949478149414,,47.67649841308594,47.88072967529297,,49.70650100708008,51.028865814208984,,155.27000427246094,156.77685546875,
2017-07-12,36.435001373291016,35.630218505859375,,21.968000411987305,25.81949234008789,,71.1500015258789,70.41033935546875,,40.627498626708984,43.01558303833008,,48.382999420166016,51.95432662963867,,50.32550048828125,49.896583557128906,,158.89999389648438,154.51576232910156,
2017-07-13,36.942501068115234,35.78463363647461,,21.560667037963867,23.92946434020996,,71.7699966430664,72.29396057128906,,40.157501220703125,38.14146041870117,,48.442501068115234,50.17242431640625,,50.03150177001953,48.46641159057617,,159.25999450683594,161.63546752929688,
2017-07-14,37.2599983215332,35.4886360168457,,21.851999282836914,25.15682601928711,,72.77999877929688,70.43413543701172,,41.23749923706055,34.82536315917969,,48.84550094604492,50.114017486572266,,50.09049987792969,49.2639274597168,,159.97000122070312,157.3271484375,
2017-07-17,37.38999938964844,33.471900939941406,,21.30466651916504,24.60738182067871,,73.3499984741211,72.24382019042969,,41.0625,38.50432205200195,,48.79800033569336,45.227386474609375,,50.50199890136719,46.850364685058594,,159.72999572753906,157.4899444580078,
2017-07-18,37.52000045776367,35.70335388183594,,21.882667541503906,25.14744758605957,,73.30000305175781,69.11491394042969,,41.4900016784668,33.82097244262695,,49.34749984741211,50.27405548095703,,51.22249984741211,52.95437240600586,,162.86000061035156,153.3157501220703,
2017-07-19,37.755001068115234,36.13369369506836,,21.68400001525879,22.97362518310547,,73.86000061035156,72.2389907836914,,41.275001525878906,40.86276626586914,,49.63850021362305,48.5452766418457,,51.34349822998047,49.17317581176758,,164.13999938964844,156.73321533203125,
2017-07-20,37.584999084472656,34.50295639038086,,21.994667053222656,23.837684631347656,,74.22000122070312,72.45855712890625,,41.875,38.0729866027832,,49.609500885009766,47.87967300415039,,51.435001373291016,50.5860595703125,,164.52999877929688,160.56777954101562,
2017-07-21,37.567501068115234,34.49808883666992,,21.893333435058594,24.30816078186035,,73.79000091552734,69.44230651855469,,42.025001525878906,43.26408004760742,,49.69200134277344,48.28461456298828,,51.28350067138672,47.42044448852539,,164.42999267578125,161.2413330078125,
2017-07-24,38.022499084472656,34.783546447753906,,22.834667205810547,25.75052833557129,,73.5999984741211,72.9484634399414,,41.537498474121094,40.255916595458984,,49.91550064086914,50.42806625366211,,51.9474983215332,52.27606201171875,,166.0,157.1276092529297,
2017-07-25,38.185001373291016,37.13935089111328,,22.639999389648438,26.145679473876953,,74.19000244140625,72.46727752685547,,41.337501525878906,36.679290771484375,,48.451499938964844,51.85826873779297,,51.993499755859375,52.235076904296875,,165.27999877929688,158.58453369140625,
2017-07-26,38.3650016784668,36.76219177246094,,22.92333221435547,25.052032470703125,,74.05000305175781,71.86591339111328,,41.814998626708984,41.72540283203125,,48.265499114990234,47.554832458496094,,52.63999938964844,49.08428192138672,,165.61000061035156,158.6879425048828,
2017-07-27,37.63999938964844,34.672977447509766,,22.297332763671875,24.15302276611328,,73.16000366210938,75.7806396484375,,40.435001373291016,39.67538070678711,,47.6254997253418,48.082889556884766,,52.29999923706055,49.235496520996094,,170.44000244140625,159.93177795410156,
2017-07-28,37.375,34.458351135253906,,22.33799934387207,27.23567771911621,,73.04000091552734,69.7763900756836,,41.09749984741211,42.011539459228516,,47.916500091552734,48.85976791381836,,51.00199890136719,48.67577362060547,,172.4499969482422,154.3380889892578,
2017-07-31,37.182498931884766,37.234519958496094,,21.564666748046875,24.16221046447754,,72.69999694824219,70.97405242919922,,40.627498626708984,44.19050979614258,,47.275001525878906,49.92194747924805,,49.388999938964844,49.77968978881836,,169.25,170.23570251464844,
2017-08-01,37.51250076293945,37.00967788696289,,21.30466651916504,25.018997192382812,,72.58000183105469,71.56107330322266,,41.122501373291016,40.66328430175781,,47.327999114990234,47.728370666503906,,49.80950164794922,48.6572265625,,169.86000061035156,156.02992248535156,
2017-08-02,39.28499984741211,37.78330993652344,,21.72599983215332,24.642627716064453,,72.26000213623047,75.77997589111328,,41.09749984741211,40.31740188598633,,47.38199996948242,49.08723831176758,,49.794498443603516,51.19216537475586,,169.3000030517578,175.27749633789062,
2017-08-03,38.89250183105469,37.871761322021484,,23.139333724975586,22.882152557373047,,72.1500015258789,75.48086547851562,,41.619998931884766,39.886314392089844,,47.01499938964844,50.59457778930664,,49.34600067138672,54.533905029296875,,168.58999633789062,170.14553833007812,
2017-08-04,39.09749984741211,37.23529815673828,,23.79400062561035,23.48362922668457,,72.68000030517578,72.68901062011719,,41.8025016784668,40.864959716796875,,47.28950119018555,50.19253158569336,,49.37900161743164,49.97982406616211,,169.6199951171875,165.71414184570312,
2017-08-07,39.70249938964844,36.94399642944336,,23.67799949645996,23.385845184326172,,72.4000015258789,70.05741882324219,,43.087501525878906,44.09328842163086,,47.287498474121094,49.88519287109375,,49.61349868774414,52.44068145751953,,171.97999572753906,172.77401733398438,
2017-08-08,40.02000045776367,37.473243713378906,,24.347999572753906,24.731325149536133,,72.79000091552734,73.0535888671875,,42.57500076293945,46.420528411865234,,47.20949935913086,49.96989440917969,,49.492000579833984,48.508018493652344,,171.22999572753906,166.21041870117188,
2017-08-09,40.26499938964844,36.27925109863281,,24.235332489013672,25.638816833496094,,72.47000122070312,74.8089599609375,,43.02750015258789,43.702491760253906,,47.00400161743164,50.904685974121094,,49.10049819946289,54.26508331298828,,171.17999267578125,169.25462341308594,
2017-08-10,38.83000183105469,37.270347595214844,,23.69333267211914,23.513765335083008,,71.41000366210938,71.37312316894531,,41.185001373291016,44.36397171020508,,46.179500579833984,49.92815017700195,,47.84600067138672,51.28636169433594,,167.39999389648438,159.7991180419922,
2017-08-11,39.369998931884766,37.81100845336914,,23.857999801635742,25.49325180053711,,72.5,71.75446319580078,,38.9900016784668,43.25453186035156,,46.50450134277344,50.70091247558594,,48.39950180053711,49.52605438232422,,168.0800018310547,169.2670440673828,
2017-08-14,39.962501525878906,34.03417205810547,,24.253332138061523,25.872947692871094,,73.58999633789062,73.56804656982422,,42.099998474121094,41.41631317138672,,46.94649887084961,48.698726654052734,,49.165000915527344,51.73710250854492,,170.75,166.15719604492188,
2017-08-15,40.400001525878906,39.82906723022461,,24.155332565307617,25.718324661254883,,73.22000122070312,72.18341064453125,,41.744998931884766,42.95594787597656,,46.90399932861328,52.161712646484375,,49.137001037597656,51.917537689208984,,171.0,165.388916015625,
2017-08-16,40.23749923706055,38.4862060546875,,24.194000244140625,26.020732879638672,,73.6500015258789,71.68901824951172,,41.287498474121094,43.99082565307617,,47.2135009765625,45.863990783691406,,48.909000396728516,47.942378997802734,,170.0,172.31832885742188,
2017-08-17,39.46500015258789,39.38532638549805,,23.461332321166992,23.490177154541016,,72.4000015258789,72.39065551757812,,40.36750030517578,38.82609939575195,,46.382999420166016,46.4462890625,,48.028499603271484,46.97370529174805,,166.91000366210938,176.69308471679688,
2017-08-18,39.375,41.519630432128906,,23.163999557495117,25.307043075561523,,72.48999786376953,73.68496704101562,,40.375,43.092777252197266,,46.308998107910156,47.72206497192383,,47.923500061035156,49.37604522705078,,167.41000366210938,165.49456787109375,
2017-08-21,39.3025016784668,40.37569808959961,,22.52400016784668,24.656410217285156,,72.1500015258789,69.3249740600586,,39.787498474121094,42.06132507324219,,46.04349899291992,49.016563415527344,,47.66450119018555,50.9764289855957,,167.77999877929688,176.375732421875,
2017-08-22,39.94499969482422,39.69487380981445,,22.75666618347168,24.851823806762695,,73.16000366210938,75.55451202392578,,40.63750076293945,41.6312141418457,,47.02000045776367,48.90762710571289,,48.345001220703125,49.97164535522461,,169.63999938964844,173.5465087890625,
2017-08-23,39.994998931884766,40.79131317138672,,23.51799964904785,24.5922794342041,,72.72000122070312,74.17675018310547,,41.45000076293945,47.24281692504883,,47.12900161743164,46.93833923339844,,47.900001525878906,53.51465606689453,,168.7100067138672,174.30406188964844,
2017-08-24,39.817501068115234,39.404144287109375,,23.528667449951172,24.997770309448242,,72.69000244140625,74.5251235961914,,41.29750061035156,46.910343170166016,,46.84450149536133,50.22653579711914,,47.622501373291016,49.325592041015625,,167.74000549316406,178.19662475585938,
2017-08-25,39.96500015258789,39.120033264160156,,23.203332901000977,24.927186965942383,,72.81999969482422,75.23695373535156,,40.95249938964844,42.50178527832031,,46.525001525878906,49.76706314086914,,47.26300048828125,50.6178092956543,,166.32000732421875,169.4320068359375,
2017-08-28,40.36750030517578,39.93767166137695,,23.04400062561035,23.262914657592773,,72.83000183105469,76.76691436767578,,41.24250030517578,46.93207550048828,,46.40650177001953,51.03477096557617,,47.30099868774414,50.19947052001953,,167.24000549316406,177.29638671875,
2017-08-29,40.727500915527344,39.69668960571289,,23.157333374023438,23.930456161499023,,73.05000305175781,76.05015563964844,,41.17499923706055,42.429569244384766,,46.787498474121094,48.62554168701172,,47.702999114990234,51.31033706665039,,168.0500030517578,178.19142150878906,
2017-08-30,40.837501525878906,39.408180236816406,,23.545333862304688,25.40052604675293,,74.01000213623047,77.30253601074219,,41.41999816894531,41.69594192504883,,47.18149948120117,49.01496124267578,,48.37950134277344,50.67058563232422,,169.9199981689453,172.90853881835938,
2017-08-31,41.0,41.95159149169922,,23.726667404174805,24.7728271484375,,74.7699966430664,76.71963500976562,,42.36000061035156,44.89856719970703,,47.762001037597656,50.09968566894531,,49.029998779296875,49.268638610839844,,171.97000122070312,172.3511505126953,
2017-09-01,41.01250076293945,40.15723419189453,,23.69333267211914,23.18112564086914,,73.94000244140625,74.70966339111328,,42.6150016784668,42.381324768066406,,47.5994987487793,50.10173416137695,,48.912498474121094,47.86722946166992,,172.02000427246094,173.9534454345703,
2017-09-05,40.52000045776367,41.456180572509766,,23.305999755859375,24.283138275146484,,73.61000061035156,70.74002838134766,,41.477500915527344,42.36701583862305,,47.07400131225586,48.21121597290039,,48.26350021362305,47.94868087768555,,170.72000122070312,180.13375854492188,
2017-09-06,40.477500915527344,40.866477966308594,,22.968666076660156,26.111984252929688,,73.4000015258789,76.36567687988281,,41.45249938964844,42.818260192871094,,47.10100173950195,47.122474670410156,,48.38999938964844,46.76428985595703,,172.08999633789062,172.1621551513672,
2017-09-07,40.314998626708984,41.437320709228516,,23.374000549316406,25.284557342529297,,74.33999633789062,76.90775299072266,,41.64500045776367,41.5313835144043,,47.49449920654297,49.089115142822266,,48.9734992980957,51.96624755859375,,173.2100067138672,167.4744873046875,
2017-09-08,39.657501220703125,41.42936325073242,,22.893333435058594,25.642101287841797,,73.9800033569336,71.4340591430664,,40.92250061035156,43.15025329589844,,47.070499420166016,49.63942337036133,,48.29499816894531,48.19313049316406,,170.9499969482422,172.6343536376953,
2017-09-11,40.375,42.249183654785156,,24.246000289916992,27.368927001953125,,74.76000213623047,73.06163024902344,,42.25,42.48931121826172,,47.16450119018555,48.277687072753906,,48.89799880981445,50.466556549072266,,173.50999450683594,172.15150451660156,
2017-09-12,40.21500015258789,40.307159423828125,,24.183332443237305,25.85109519958496,,74.68000030517578,77.72406768798828,,42.40250015258789,43.800514221191406,,47.33250045776367,49.07915115356445,,49.12900161743164,45.24650573730469,,172.9600067138672,173.9501190185547,
2017-09-13,39.912498474121094,39.99271774291992,,24.415332794189453,26.133201599121094,,75.20999908447266,73.27836608886719,,42.592498779296875,43.95226287841797,,47.52199935913086,48.87582015991211,,49.97999954223633,51.185523986816406,,173.0500030517578,173.2545166015625,
