,TSLA,AAPL,GOOG,MSFT,NVDA,AMZN,META
0,-0.0021069507044761,0.0009718055174436,-0.0005201198184368,0.0011891848565651,-0.0005752108650697,0.0024658910620842,0.0074808687047026
1,0.0051014665279177,-0.0002501519340268,-0.0010477953088792,-0.000423452663483,0.0021372915744474,0.0021986757754891,0.0043899122046683
2,0.006430612553053,0.0004164312243034,0.0017671839054912,0.002077141341236,0.0064577567010703,0.0008342192168594,0.0030446172776925
3,0.0022936815198201,0.0006452163354529,0.0002529931202544,0.0020515727550116,0.0020210493551683,6.762066223912552e-05,2.8271577593497188e-05
4,0.0001245720994003,-0.000217921513987,0.0009945507079735,-0.000845311834117,0.0050224089259165,0.0007943276309655,0.0017687767621012
5,-0.0011287093910756,0.0006613184132652,0.0011802909662695,0.0002047468601729,0.0010428358862365,0.000378854303582,0.0028769396732331
6,0.0016854400083958,0.0003115278851072,-0.0002841323350648,0.0034596594212556,0.0041165503916693,0.0005901773737358,-0.0016882828677141
7,0.0053159253318478,-1.3531041174103518e-05,0.001735017131069,-0.0005568880883027,0.0009524421342603,0.0004191228395375,0.0014660383540541
8,0.0007466510513985,0.0006952599859301,0.0010242023126356,0.0021353982601524,0.0046387325516896,-0.0018209807201693,0.0045668055819257
9,0.0013491943616005,9.2093783248188e-05,0.0039461450516132,0.0001956582272818,-0.0004575726730141,0.0002665389381836,-0.0023771927093572
10,0.0021302732556519,0.0002309797477597,-0.0005937659581852,0.0032883996365138,0.004214550747582,2.1561222599159397e-05,-0.0008609486087698
11,-0.0013312733539825,0.0005801406316602,0.001045771013271,0.0016540909479344,0.0033389438761923,0.0005772431917343,0.0011778164758349
12,-0.0018960732843993,2.397248217365271e-05,-0.0006205391857157,0.0011214562408282,0.001715852040455,0.0023252335400225,0.0073598455727509
13,0.0049645177152322,0.0004157431523641,-0.0009461893864407,-0.0004174348257876,0.0021215401689263,0.0022759099471305,0.0033866895837111
14,0.0061811732537751,0.0004085187599062,0.0019049440273181,0.0020775160389119,0.0062700557659156,0.000773710019989,0.0032876058382335
15,0.0025044781231161,7.814180208297761e-05,0.0005768745641017,0.0020567504383058,0.0021030299130048,0.0001327472682868,0.0010048164429001
16,7.660739340863739e-05,0.0004968026034831,0.0012193611628923,-0.0008461466373935,0.0044071645361123,0.00080995142894,0.0008791727820762
17,-0.0012743574728927,0.0002604065980959,0.0014296934514128,0.0002070522991543,0.0012903875391224,0.0003865005131466,0.0026276785321134
18,0.0018283250230499,0.0001928042857067,-0.0001504955674057,0.0034609350934666,0.0042555362522126,0.0005836000014361,-0.0019122853561948
19,0.0047517168524646,0.0004819830726334,0.0018265089078685,-0.000552784944507,0.0008149537442419,0.0004556992693875,0.0009926663099279
20,0.0010721113435709,0.0001795721877483,0.0007830389486451,0.0021355032395349,0.0044300330589237,-0.0018596770544086,0.004672281693834
21,0.0016931084786936,0.0003065464025257,0.0034281221205474,0.0001968786886959,-0.0002166246437081,0.0003379617903219,-0.0024507043180805
22,0.0018528679256028,0.0004100289993468,-0.00036363446089,0.0032889882586064,0.0037405953944369,2.5544489397325736e-06,0.0004320212367779
23,-0.0012112519863012,0.0001708548839198,0.0012277328210906,0.0016564274336495,0.0026111580630513,0.0005614640249605,0.0013041681078204
24,-0.0018978593439755,0.0003797625818762,-0.0006182842730049,0.0011214210574994,0.0015715074569415,0.0023021003486729,0.0073680074447698
25,0.0049668355064496,0.0003261867561707,-0.0009486271977676,-0.0004149219409476,0.0022971126159658,0.0022885553173155,0.0034484217476594
26,0.0061751465792038,0.0002120853602987,0.0019010263973505,0.0020774995018478,0.0060962206819647,0.0007541432845671,0.0032790138926821
27,0.0025099933440143,0.0004009288993092,0.0005686730574376,0.0020592341408577,0.0022756194097588,0.0001424228284782,0.0009735731196279
28,7.2473190918744e-05,0.0002640469206082,0.0012131886572917,-0.0008461340003416,0.00423175304225,0.0007933678382291,0.0009238847921413
29,-0.0012721708479856,0.000271316539002,0.0014234209416182,0.0002095078235702,0.001461027635023,0.0003935195018867,0.0026535583654671
30,0.0018259846495895,0.0003808243174721,-0.000154302909114,0.0034609756999953,0.0040945873911961,0.0005690997161579,-0.0018984739858935
31,0.0047499993880808,0.0002378304383434,0.0018243281830068,-0.000550357693681,0.000976226549165,0.000460865919862,0.0010287823219783
32,0.0010714879403083,0.0003214588012132,0.0007889491272874,0.0021355716940074,0.0042683904485687,-0.001872521776337,0.0046709174977974
33,0.0016997823587078,0.0003409444540347,0.0034417399924538,0.0001992790676763,-5.418752626492441e-05,0.0003416507574842,-0.002433554601471
34,0.001846682112607,0.0002441728247672,-0.000369939850792,0.0032890836562072,0.0035792848210566,-8.722542623110963e-06,0.0003752973802461
35,-0.0012066777344081,0.0003480900813231,0.0012232035210371,0.0016588009238458,0.0027564545287869,0.0005634240759149,0.0013117268394001
36,-0.0019014662301788,0.0003022067419083,-0.0006186808207415,0.0011215429548085,0.0014185577150899,0.0022920253277533,0.0073716663607993
37,0.0049702944274627,0.0002694572973787,-0.0009483780167354,-0.0004125745722178,0.0024509401390498,0.0022895331863963,0.0034587834952175
38,0.0061715248002821,0.0003500869174532,0.0019007915108998,0.0020776471867446,0.0059466305987396,0.0007450893714777,0.0032836744564576
39,0.0025134575746187,0.0002778099339829,0.0005690700020739,0.0020615560225316,0.0024256904598843,0.0001424749958612,0.000988075886708
40,6.889318946004842e-05,0.0002981814121507,0.0012130138651643,-0.0008459611237526,0.0040858109145664,0.0007851554726941,0.0009262567616999
41,-0.0012687616201845,0.0003353664500142,0.0014237662447692,0.0002118048053335,0.0016074482183423,0.0003928080043845,0.002665184395554
42,0.0018224453433302,0.0002713011678525,-0.000154537381216,0.0034611731879685,0.0039524215889683,0.0005615790984471,-0.0018944577910645
43,0.0047533484470853,0.0003190586547388,0.0018245657896399,-0.0005480850380359,0.0011189849423919,0.0004595266785191,0.0010397362969547
44,0.0010679884500392,0.0003149444625495,0.0007884643719084,0.0021357932262557,0.0041297054174598,-0.0018794726912098,0.0046758324638103
45,0.0017031853652657,0.0002787073098174,0.0034415664404753,0.0002015279575339,8.513994987923584e-05,0.0003397944951438,-0.0024218964304547
46,0.0018431548096871,0.000327505512022,-0.0003701063344695,0.0032893286788145,0.0034440082637641,-1.520314738919818e-05,0.0003829837687768
47,-0.0012033178419948,0.0002979844199675,0.0012234987870662,0.0016610265955614,0.00289218625624,0.0005611395534751,0.0013236588205095
48,-0.0019049460591292,0.0002925605547965,-0.0006189988767696,0.0011218109265491,0.0012867151384947,0.0022859318432346,0.007376696726511
49,0.004973620491902,0.0003249054746215,-0.0009482082177299,-0.0004103715837427,0.0025835099543525,0.0022868977467204,0.003470417165532
